trade_date,company,frequency,mode,model_version,profit_model_version,strict_status,blocked_reason,signal_status,actual_stock_close_raw,model_price,gap,signal,q_profit_pred_bn,annual_profit_pred_bn,eps_pred,target_pe,demand_score,is_q4,visible_quarter,visible_financial_announcement_date,visible_production_available_date,train_quarters_count,ridge_alpha,ridge_intercept,ridge_coef_json,data_quality_flag,al_price,alumina_price,al_spread,al_spread_k,alumina_price_k,inventory_score,al_price_trend_score,al_spread_score,grid_proxy_score,nev_proxy_score,pmi_score,property_proxy_score,alumina_price_source,selected_profit_model,al_spread_q_mean,alumina_price_q_mean,demand_score_q_mean,last_announced_q_profit_bn,ttm_announced_profit_bn,last_2q_avg_profit_bn,raw_signal,fwd_1d_return,fwd_3d_return,fwd_6d_return
2023-06-19,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.64,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18455.0,2721.0,13217.075,13.217075000000001,2.721,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,-0.01773049645390068,-0.054964539007092084,-0.03191489361702127
2023-06-20,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.54,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18545.0,2731.0,13287.825,13.287825000000002,2.731,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,-0.016245487364620947,-0.005415162454873723,-0.009025270758122761
2023-06-21,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.45,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18390.0,2738.0,13119.349999999999,13.119349999999999,2.738,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,-0.022018348623853212,0.011009174311926495,0.029357798165137616
2023-06-26,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.33,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18180.0,2802.0,12786.15,12.78615,2.802,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.03377110694183849,0.024390243902439046,0.054409005628517804
2023-06-27,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.51,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18100.0,2788.0,12733.099999999999,12.733099999999999,2.788,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.0,-0.003629764065335661,0.04900181488203281
2023-06-28,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.51,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18070.0,2791.0,12697.325,12.697325000000001,2.791,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,-0.00907441016333932,0.01814882032667886,0.025408348457350405
2023-06-29,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.46,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",17980.0,2799.0,12591.925,12.591925,2.799,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.005494505494505475,0.029304029304029422,0.10989010989010972
2023-06-30,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.49,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18010.0,2812.0,12596.9,12.5969,2.812,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.021857923497267784,0.052823315118396996,0.06739526411657559
2023-07-03,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.61,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",18120.0,2826.0,12679.95,12.679950000000002,2.826,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.0017825311942958333,0.007130124777183555,0.024955436720142554
2023-07-04,chalco,daily,walk_forward_strict,v2_fundamental_valuation_model,v2_chalco_original_profit_model,blocked,insufficient_training_data,not_available,5.62,,,,,,,,0.47000000000000003,0,2023-03-31,2023-04-26,,0,,,,"REAL_API:;DEFAULT_PROXY:inventory,grid_proxy,nev_proxy,property_proxy;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",17980.0,2816.0,12559.2,12.5592,2.816,0.5,0.3,,0.55,0.55,0.5,0.45,SHFE_AO,,,,,,,,,0.028469750889679846,0.07829181494661919,0.021352313167259718
