company,as_of_quarter,actual_stock_price,stock_price_provider,stock_price_adjust,latest_trade_date,stock_cache_age_days,market_price_verified,fair_value,deviation_pct,forecast_net_profit_bn,annualised_net_profit_bn,eps,target_pe,monthly_market_model_price,profit_pe_fair_value,demand_score,financial_source,production_source,alumina_price_source,production_data_missing,fallback_used,parse_confidence,model_status,al_price,alumina_price,al_spread,cu_price,au_price_rmb_g,cu_au_revenue_index,cu_ton,au_kg
中国铝业 601600.SH,2026-03-31,9.38,efinance_eastmoney,none,2026-06-18,4,True,12.030959526714057,28.261828643006993,29.580953655300494,118.32381462120198,1.292,10.0,12.030959526714057,12.92,0.07999999999999971,API_SINA,,SHFE_AO,True,False,,ok,24875.0,2827.0,19433.025,,,,,
