model,n,mae,rmse,mape,bias,r2,directional_accuracy,latest_predicted_q_profit,latest_actual_q_profit_anchor
A_original_v2,6,13.060122791726746,13.766527279836591,0.4279647058100094,-6.465014700755816,-0.6143832629368731,0.5,37.65896053655988,18.018349999999998
B_price_expanded_ridge,5,11.902460008345853,14.432681749909996,0.41009246760930285,-1.0036192851622345,-0.49033065780263474,0.4,34.26401330110734,18.018349999999998
C_profit_anchor_ridge,6,8.157256341559462,9.716533398485502,0.2885766307251919,-2.6809116551073853,0.19576949422005596,0.5,44.68929405030799,18.018349999999998
D_commodity_anchor_blend,5,10.971615006259391,14.290191222128204,0.37664938197082254,-1.7759084638716771,-0.4610485430924385,0.4,32.70195622583051,18.018349999999998
