trade_date,actual_stock_close_raw,predicted_stock_close,residual
2021-07-08,9.73,10.715904237971595,-0.9859042379715941
2021-07-09,10.14,10.711535954933705,-0.5715359549337045
2021-07-12,10.38,10.751559690686118,-0.3715596906861176
2021-07-13,10.15,10.73914642252607,-0.5891464225260705
2021-07-14,9.82,10.656723581841032,-0.8367235818410315
2021-07-15,10.03,10.545738483062689,-0.5157384830626892
2021-07-16,10.0,10.66380372502643,-0.6638037250264297
2021-07-19,9.97,10.661883022617038,-0.6918830226170378
2021-07-20,9.72,10.499882531046834,-0.7798825310468338
2021-07-21,9.82,10.527173957364154,-0.7071739573641533
2021-07-22,10.03,10.728353160599866,-0.6983531605998667
2021-07-23,10.13,10.780930551804648,-0.6509305518046471
2021-07-26,10.18,10.891747230547134,-0.7117472305471342
2021-07-27,10.64,11.07026697847067,-0.4302669784706694
2021-07-28,10.02,11.027290288529706,-1.0072902885297061
2021-07-29,10.24,10.952542828237341,-0.7125428282373409
2021-07-30,10.25,10.902245000740091,-0.6522450007400913
2021-08-02,10.81,11.004632405502909,-0.19463240550290806
2021-08-03,10.41,10.832143944030852,-0.42214394403085187
2021-08-04,10.53,10.76226177310639,-0.23226177310639073
2021-08-05,10.28,10.656237925620198,-0.37623792562019887
2021-08-06,10.68,10.880888169759604,-0.20088816975960455
2021-08-09,10.69,11.07619916422542,-0.38619916422542033
2021-08-10,10.55,11.150222934160954,-0.6002229341609535
2021-08-11,10.59,11.213653347067385,-0.6236533470673855
2021-08-12,11.01,11.14692270878044,-0.13692270878044077
2021-08-13,11.29,11.052696104075693,0.23730389592430612
2021-08-16,11.17,10.893170631832335,0.27682936816766457
2021-08-17,10.95,10.781117151858165,0.16888284814183407
2021-08-18,10.91,10.658614532957225,0.2513854670427751
2021-08-19,10.34,10.431314333156363,-0.0913143331563635
2021-08-20,10.04,10.437421388272082,-0.3974213882720825
2021-08-23,10.14,10.519837483743181,-0.3798374837431808
2021-08-24,10.32,10.556783293729437,-0.2367832937294363
2021-08-25,10.52,10.701475263986442,-0.18147526398644231
2021-08-26,10.39,10.666346761653207,-0.2763467616532065
2021-08-27,10.45,10.635273076072417,-0.18527307607241816
2021-08-30,10.89,10.73819846456485,0.15180153543515118
2021-08-31,11.11,10.733139191862868,0.3768608081371312
2021-09-01,10.69,10.571065906971345,0.11893409302865443
2021-09-02,10.9,10.591943223043744,0.30805677695625633
2021-09-03,11.07,10.615396031708844,0.45460396829115624
2021-09-06,10.95,10.593438710853917,0.3565612891460823
2021-09-07,10.98,10.564760552852542,0.4152394471474583
2021-09-08,10.85,10.636178690750707,0.2138213092492922
2021-09-09,11.43,10.783194533131963,0.6468054668680363
2021-09-10,11.97,10.867202910349699,1.102797089650302
2021-09-13,12.39,11.113697318146572,1.2763026818534282
2021-09-14,11.72,10.886219280143852,0.8337807198561489
2021-09-15,11.52,10.849625579407663,0.6703744205923368
2021-09-16,11.11,10.934153046076013,0.17584695392398686
2021-09-17,10.81,10.995986728256154,-0.1859867282561538
2021-09-22,10.71,10.769795412354172,-0.05979541235417152
2021-09-23,10.58,10.878795171043567,-0.298795171043567
2021-09-24,10.34,11.025053399738516,-0.685053399738516
2021-09-27,10.13,10.997133318079792,-0.8671333180797909
2021-09-28,10.22,11.0813709429285,-0.8613709429284988
2021-09-29,10.02,10.982578669775032,-0.9625786697750325
2021-09-30,10.09,10.965960542141659,-0.8759605421416587
2021-10-08,10.26,10.960604067507372,-0.7006040675073724
2021-10-11,11.04,11.184829225960026,-0.14482922596002723
2021-10-12,10.82,11.026423838750617,-0.20642383875061654
2021-10-13,10.71,11.092398278884234,-0.3823982788842333
2021-10-14,11.13,11.27210656569722,-0.1421065656972189
2021-10-15,11.46,11.4929352809264,-0.03293528092639875
2021-10-18,11.56,12.000497451025131,-0.4404974510251307
2021-10-19,11.8,11.877758452891086,-0.07775845289108574
2021-10-20,11.32,11.569143068235563,-0.2491430682355631
2021-10-21,11.34,11.444632488909651,-0.10463248890965104
2021-10-22,11.12,11.315788127121772,-0.19578812712177296
2021-10-25,11.16,11.287160089195336,-0.1271600891953355
2021-10-26,11.31,11.2386820340332,0.0713179659668004
2021-10-27,10.89,11.132744576927337,-0.2427445769273362
2021-10-28,10.51,11.070020156355557,-0.5600201563555576
2021-10-29,10.46,11.034802517310846,-0.5748025173108449
2021-11-01,10.48,11.028197059321748,-0.5481970593217476
2021-11-02,10.23,10.90189828424661,-0.671898284246609
2021-11-03,10.2,11.23349173995449,-1.0334917399544903
2021-11-04,10.26,11.088136084965708,-0.828136084965708
2021-11-05,10.18,10.855306215627891,-0.6753062156278915
2021-11-08,10.51,10.787027638013093,-0.2770276380130934
2021-11-09,10.56,10.821091230382315,-0.2610912303823145
2021-11-10,10.55,10.795810706531402,-0.24581070653140102
2021-11-11,10.69,10.591512567739674,0.09848743226032575
2021-11-12,10.74,10.614823260220593,0.12517673977940724
2021-11-15,10.56,10.700739358899883,-0.1407393588998822
2021-11-16,10.36,10.576857991843921,-0.21685799184392174
2021-11-17,10.42,10.5672533794541,-0.14725337945409933
2021-11-18,10.36,10.366612166230457,-0.006612166230457461
2021-11-19,10.43,10.64936449842331,-0.2193644984233103
2021-11-22,10.54,10.676427812714703,-0.13642781271470383
2021-11-23,10.58,10.954839506486053,-0.3748395064860528
2021-11-24,10.44,11.10633591522648,-0.6663359152264796
2021-11-25,10.53,11.211336507796105,-0.6813365077961056
2021-11-26,10.36,10.929804148888394,-0.5698041488883945
2021-11-29,10.25,10.971567841514243,-0.7215678415142435
2021-11-30,10.15,10.889434577711508,-0.7394345777115081
2021-12-01,10.14,10.95280619759341,-0.8128061975934102
2021-12-02,10.04,10.866761204322541,-0.8267612043225423
2021-12-03,10.12,10.9877582395372,-0.867758239537201
2021-12-06,10.17,10.836916027762447,-0.6669160277624471
2021-12-07,10.25,10.897897468888916,-0.6478974688889156
2021-12-08,10.3,10.906952000660473,-0.6069520006604723
2021-12-09,10.36,10.957627445476113,-0.5976274454761139
2021-12-10,10.26,10.955602794779244,-0.6956027947792442
2021-12-13,10.38,10.903432016492204,-0.5234320164922028
2021-12-14,10.14,10.80487735309813,-0.6648773530981291
2021-12-15,10.05,10.792360945952208,-0.7423609459522069
2021-12-16,10.11,10.76140476758299,-0.6514047675829904
2021-12-17,10.17,10.719916712170724,-0.5499167121707238
2021-12-20,9.96,10.645429695649565,-0.6854296956495638
2021-12-21,9.99,10.79295071439949,-0.8029507143994898
2021-12-22,9.97,10.888211883940281,-0.9182118839402804
2021-12-23,10.03,10.825554460680566,-0.7955544606805667
2021-12-24,9.69,10.734500592107528,-1.0445005921075285
2021-12-27,9.58,10.712486663558796,-1.1324866635587956
2021-12-28,9.71,10.79841566154127,-1.0884156615412692
2021-12-29,9.62,10.816718875453505,-1.1967188754535059
2021-12-30,9.64,10.833620055594862,-1.1936200555948613
2021-12-31,9.7,10.760788860606402,-1.0607888606064027
2022-01-04,9.82,10.745796900250275,-0.9257969002502744
2022-01-05,9.77,10.746247691001232,-0.9762476910012321
2022-01-06,9.67,10.718843800638185,-1.0488438006381848
2022-01-07,9.37,10.79541162878577,-1.4254116287857705
2022-01-10,9.4,10.80906399221435,-1.4090639922143495
2022-01-11,9.43,10.69580842287452,-1.265808422874521
2022-01-12,10.01,10.851333563471417,-0.8413335634714176
2022-01-13,10.06,10.854072991487913,-0.7940729914879121
2022-01-14,9.82,10.856173805499008,-1.0361738054990077
2022-01-17,9.68,10.71462684172885,-1.0346268417288496
2022-01-18,9.94,10.739353456644682,-0.7993534566446829
2022-01-19,9.89,10.720144938238905,-0.8301449382389041
2022-01-20,10.12,10.732954695866955,-0.6129546958669554
2022-01-21,10.27,10.737120880954826,-0.46712088095482684
2022-01-24,10.29,10.65328716277881,-0.36328716277881057
2022-01-25,10.11,10.509151982514986,-0.3991519825149865
2022-01-26,10.18,10.654643684448224,-0.4746436844482247
2022-01-27,9.91,10.722033963553887,-0.8120339635538869
2022-01-28,9.76,10.826045614748281,-1.0660456147482815
2022-02-07,10.25,10.768902601162884,-0.5189026011628837
2022-02-08,10.35,10.734040828748208,-0.38404082874820844
2022-02-09,10.78,10.659244406518079,0.12075559348192044
2022-02-10,11.21,10.982507206209354,0.22749279379064724
2022-02-11,11.06,10.831717181289841,0.22828281871015932
2022-02-14,11.06,10.62949353298849,0.43050646701150974
2022-02-15,10.9,10.463498431071413,0.4365015689285876
2022-02-16,10.93,10.68406516964802,0.24593483035197927
2022-02-17,11.27,10.53477351537702,0.735226484622979
2022-02-18,11.23,10.540560253744694,0.6894397462553066
2022-02-21,11.12,10.49273142626636,0.6272685737336392
2022-02-22,11.2,10.281064573701315,0.9189354262986846
2022-02-23,10.92,10.447735257383927,0.47226474261607265
2022-02-24,11.0,10.142396895724445,0.8576031042755545
2022-02-25,10.95,10.278466804730293,0.6715331952697063
2022-02-28,11.22,10.411598680686371,0.8084013193136297
2022-03-01,11.15,10.38974191171594,0.7602580882840595
2022-03-02,11.4,10.261080578360067,1.1389194216399332
2022-03-03,11.87,10.561253683578698,1.308746316421301
2022-03-04,11.58,10.50027313054251,1.07972686945749
2022-03-07,11.83,10.595707905094153,1.2342920949058467
2022-03-08,11.41,10.24555592155331,1.1644440784466905
2022-03-09,11.27,9.952510214771156,1.3174897852288439
2022-03-10,10.98,10.223056491548665,0.7569435084513358
2022-03-11,10.98,10.226015066114833,0.7539849338851674
2022-03-14,10.45,10.259676427765761,0.19032357223423801
2022-03-15,9.55,10.381315379181848,-0.8313153791818468
2022-03-16,10.12,10.542888440981534,-0.42288844098153433
2022-03-17,10.3,10.489794742593935,-0.18979474259393392
2022-03-18,10.63,10.531710097706473,0.09828990229352819
2022-03-21,11.0,10.59172253766911,0.40827746233089
2022-03-22,11.3,10.563134947695016,0.7368650523049851
2022-03-23,11.34,10.64355674258571,0.6964432574142894
2022-03-24,11.71,10.601589685167353,1.108410314832648
2022-03-25,11.52,10.562209370975067,0.9577906290249327
2022-03-28,11.56,10.57134858356115,0.9886514164388505
2022-03-29,11.59,10.738128451082865,0.8518715489171349
2022-03-30,11.46,10.846405209965994,0.6135947900340071
2022-03-31,11.34,10.712020620427051,0.6279793795729489
2022-04-01,11.45,10.668272566590987,0.7817274334090119
2022-04-06,11.6,10.80874773493658,0.7912522650634202
2022-04-07,11.53,10.743057808861673,0.7869421911383263
2022-04-08,11.95,10.784198086835335,1.165801913164664
2022-04-11,11.68,10.638864739702203,1.0411352602977963
2022-04-12,11.68,10.625330153037604,1.0546698469623959
2022-04-13,12.53,10.705715738710138,1.8242842612898613
2022-04-14,12.74,10.721612663788306,2.0183873362116937
2022-04-15,12.13,10.852731182784574,1.2772688172154272
2022-04-18,12.02,10.791481870819164,1.228518129180836
2022-04-19,12.0,10.899272666748404,1.100727333251596
2022-04-20,11.44,10.92915395856414,0.51084604143586
2022-04-21,11.01,10.857620254130584,0.15237974586941583
2022-04-22,11.33,10.902720249440828,0.42727975055917256
2022-04-25,10.62,10.729536227028772,-0.10953622702877297
2022-04-26,10.24,10.74070647234383,-0.500706472343829
2022-04-27,10.89,10.73523589294163,0.15476410705837118
2022-04-28,10.8,10.750750795273595,0.04924920472640615
2022-04-29,11.07,10.689880702153044,0.3801192978469565
2022-05-05,10.84,10.611446080868909,0.22855391913109102
2022-05-06,10.07,10.49459061662726,-0.4245906166272597
2022-05-09,9.8,10.377083068416306,-0.5770830684163055
2022-05-10,9.63,10.445110349958883,-0.8151103499588821
2022-05-11,9.8,10.45630275287201,-0.6563027528720085
2022-05-12,9.53,10.291912786754216,-0.7619127867542161
2022-05-13,9.53,10.391409079553261,-0.8614090795532618
2022-05-16,9.7,10.47458643805023,-0.7745864380502301
2022-05-17,9.97,10.532213367042377,-0.5622133670423768
2022-05-18,9.79,10.508225915527397,-0.7182259155273982
2022-05-19,9.72,10.53216506520862,-0.8121650652086192
2022-05-20,10.02,10.547889624176609,-0.5278896241766091
2022-05-23,10.01,10.533012994590802,-0.5230129945908022
2022-05-24,9.71,10.462066293822476,-0.7520662938224749
2022-05-25,9.9,10.461537396173963,-0.5615373961739625
2022-05-26,9.86,10.31064151236817,-0.4506415123681702
2022-05-27,9.93,10.399271243409219,-0.469271243409219
2022-05-30,10.11,10.47802500044976,-0.3680250004497605
2022-05-31,10.06,10.518071849807546,-0.45807184980754556
2022-06-01,9.86,10.494607607670137,-0.6346076076701372
2022-06-02,9.87,10.515123603376185,-0.6451236033761862
2022-06-06,10.4,10.62291245710644,-0.22291245710643892
