trade_date,company,frequency,mode,model_version,profit_model_version,strict_status,blocked_reason,signal_status,actual_stock_close_raw,model_price,gap,signal,q_profit_pred_bn,annual_profit_pred_bn,eps_pred,target_pe,demand_score,is_q4,visible_quarter,visible_financial_announcement_date,visible_production_available_date,train_quarters_count,ridge_alpha,ridge_intercept,ridge_coef_json,data_quality_flag,cu_price,au_price_rmb_g,cu_ton,au_kg,cu_au_revenue_index,revenue_x_demand,cu_demand_score,au_demand_score,cu_inventory_score,cu_price_trend_score,power_grid_proxy_score,pmi_score,risk_score,real_rate_score,central_bank_gold_proxy_score,gold_etf_proxy_score,usd_score,production_data_source,production_strict_usable,parse_confidence,fwd_1w_return,fwd_3w_return,fwd_6w_return
2024-08-30,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,16.0,14.502830973655373,0.10323288115708307,neutral,83.43839603670551,333.75358414682205,1.2551373929029446,11.55477564102564,0.5886939102564103,0,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",74220.0,573.44,256351.0,18595.0,29.68948802,2.6332767860046475,0.614326923076923,0.5410897435897437,0.5,0.7,0.55,0.38782051282051283,0.9743589743589743,0.3621794871794872,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,-0.07750000000000001,-0.007499999999999951,0.0774999999999999
2024-09-06,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,14.76,13.299600443626886,0.10980777674963393,neutral,77.52467463963498,310.0986985585399,1.1661791529409946,11.404423076923077,0.5511057692307693,0,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",73050.0,572.84,256351.0,18595.0,29.37840035,1.5014057486562509,0.5494230769230769,0.5542307692307693,0.5,0.7,0.55,0.20833333333333334,0.7211538461538461,0.4903846153846154,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,-0.005420054200542035,0.18631436314363148,0.19444444444444442
2024-09-13,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,14.68,12.953734962701263,0.13326388429818192,overvalued,76.29227311974503,305.16909247898013,1.1476405267909446,11.28727564102564,0.5218189102564103,0,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",73960.0,582.54,256351.0,18595.0,29.79205126,0.650030092796314,0.5114423076923077,0.5410897435897436,0.5,0.7,0.55,0.21153846153846154,0.46474358974358976,0.532051282051282,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,0.08174386920980936,0.23569482288828336,0.17370572207084467
2024-09-20,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,15.88,14.849824076440315,0.06937293790531096,neutral,85.7730589447591,343.0922357790364,1.290256988375903,11.509198717948717,0.5772996794871794,0,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",75840.0,588.3,256351.0,18595.0,30.38109834,2.3484491641504786,0.5797115384615384,0.5728205128205128,0.5,0.7,0.55,0.21474358974358973,0.9166666666666666,0.4871794871794872,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,0.10264483627204024,0.08564231738035244,0.08627204030226698
2024-09-27,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,17.51,12.565892594006872,0.3934545332936519,overvalued,75.80829754928584,303.23319019714336,1.1403602354072555,11.019230769230768,0.4548076923076923,0,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",78780.0,597.16,256351.0,18595.0,31.29952198,-1.414497627942308,0.4426923076923077,0.47730769230769227,0.5,0.7,0.55,0.21794871794871795,0.0,0.47435897435897434,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,0.03597944031981726,0.006853226727584039,-0.023986293546544912
2024-10-04,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,18.14,13.353519850389194,0.3584433320381295,overvalued,79.39602343381645,317.5840937352658,1.1943292607847233,11.18076923076923,0.4951923076923077,1,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",78830.0,595.25,256351.0,18595.0,31.27682308,-0.15036934173076869,0.51,0.4676923076923077,0.5,0.7,0.55,0.6666666666666666,0.0,0.4423076923076923,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,-0.04961411245865499,-0.05016538037486218,-0.13891951488423382
2024-10-11,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,17.24,12.672740538354379,0.3604002976169749,overvalued,75.75462305024294,303.01849220097176,1.1395528268999726,11.120801282051282,0.4802003205128205,1,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",77220.0,597.3,256351.0,18595.0,30.90221772,-0.6118540062990382,0.5114423076923077,0.4221794871794872,0.5,0.7,0.55,0.6698717948717948,0.0064102564102563875,0.28846153846153844,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,0.022621809744779675,0.0005800464037124531,-0.08584686774941985
2024-10-18,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,17.63,12.956606390052261,0.3606958079343867,overvalued,77.40978522737507,309.63914090950027,1.1644509078616834,11.126794871794871,0.481698717948718,1,2024-06-30,2024-08-24,2024-08-24,6,1.0,-74.1456085552465,"{""cu_au_revenue_index"": 4.965376366564041, ""revenue_x_demand"": 3.8600281201278315, ""is_q4"": -1.1791362660879}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",76980.0,616.83,256351.0,18595.0,31.20385383,-0.5710705300298063,0.5128846153846154,0.4237820512820513,0.5,0.7,0.55,0.6730769230769231,0.012820512820512775,0.29166666666666663,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,-0.022688598979012986,-0.030629608621667526,-0.10947249007373794
2024-10-25,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,17.23,14.291027747319122,0.20565156716823285,overvalued,85.69361242185953,342.7744496874381,1.2890618994676322,11.086378205128204,0.4715945512820513,1,2024-09-30,2024-10-19,2024-10-19,7,0.1,-88.31203000403941,"{""cu_au_revenue_index"": 5.59846481234754, ""revenue_x_demand"": 2.5477221123048874, ""is_q4"": -4.956746084506539}","REAL_API:risk,real_rate;DEFAULT_PROXY:cu_inventory,power_grid_proxy,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",76390.0,621.5,270459.0,18865.0,32.38496051,-0.9199093349995988,0.5152884615384615,0.390448717948718,0.5,0.7,0.55,0.6762820512820513,0.02564102564102566,0.17628205128205132,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,0.0011607661056296514,-0.09344167150319216,-0.08937899013348816
2024-11-01,zijin,weekly,walk_forward_strict,v2_fundamental_valuation_model,v2_fundamental_valuation_model,strict,,active,17.25,14.399909545870395,0.19792419147153284,overvalued,86.39695796348407,345.5878318539363,1.29964210392214,11.079903846153845,0.46997596153846155,1,2024-09-30,2024-10-19,2024-10-19,7,0.1,-88.31203000403941,"{""cu_au_revenue_index"": 5.59846481234754, ""revenue_x_demand"": 2.5477221123048874, ""is_q4"": -4.956746084506539}","REAL_API:power_grid_proxy,risk,real_rate;DEFAULT_PROXY:cu_inventory,central_bank_gold_proxy,gold_etf_proxy,usd;MARKET_ASOF_BACKWARD;PROXY_ASOF_BACKWARD",76520.0,627.67,270459.0,18865.0,32.53651723,-0.9768776447180285,0.5229807692307692,0.37153846153846154,0.5,0.7,0.55,0.7339743589743589,0.019230769230769273,0.11538461538461542,0.6,0.55,0.5,reports\601899\2024\601899_2024Q4.pdf,True,0.8999999999999999,-0.00927536231884063,-0.08637681159420296,-0.09739130434782606
